nazwa,miasto,branza,kod
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja pozostałych tkanin,"['13', '20', 'D']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Wykończanie wyrobów włókienniczych,"['13', '30', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja dzianin metrażowych,"['13', '91', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja gotowych wyrobów tekstylnych,"['13', '92', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja dywanów i chodników,"['13', '93', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Produkcja wyrobów powroźniczych, lin, szpagatów i wyrobów sieciowych","['13', '94', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Produkcja włóknin i wyrobów wykonanych z włóknin, z wyłączeniem odzieży","['13', '95', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja pozostałych technicznych i przemysłowych wyrobów tekstylnych,"['13', '96', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Produkcja pozostałych wyrobów tekstylnych, gdzie indziej niesklasyfikowana","['13', '99', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja odzieży skórzanej,"['14', '11', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja odzieży roboczej,"['14', '12', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja pozostałej odzieży wierzchniej,"['14', '13', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja bielizny,"['14', '14', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja pozostałej odzieży i dodatków do odzieży,"['14', '19', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja wyrobów futrzarskich,"['14', '20', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja wyrobów pończoszniczych,"['14', '31', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja pozostałej odzieży dzianej,"['14', '39', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Wyprawa skór, garbowanie; Wyprawa i barwienie skór futerkowych","['15', '11', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Produkcja toreb bagażowych, toreb ręcznych i podobnych wyrobów kaletniczych; Produkcja wyrobów rymarskich","['15', '12', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja obuwia,"['15', '20', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja wyrobów tartacznych,"['16', '10', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja arkuszy fornirowych i płyt wykonanych na bazie drewna,"['16', '21', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja gotowych parkietów podłogowych,"['16', '22', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja pozostałych wyrobów stolarskich i ciesielskich dla budownictwa,"['16', '23', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja opakowań drewnianych,"['16', '24', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Produkcja pozostałych wyrobów z drewna; Produkcja wyrobów z korka, słomy i materiałów używanych do wyplatania","['16', '29', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja masy włóknistej,"['17', '11', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja papieru i tektury,"['17', '12', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja papieru falistego i tektury falistej oraz opakowań z papieru i tektury,"['17', '21', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Produkcja artykułów gospodarstwa domowego, toaletowych i sanitarnych","['17', '22', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja artykułów piśmiennych,"['17', '23', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja tapet,"['17', '24', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja pozostałych wyrobów z papieru i tektury,"['17', '29', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Drukowanie gazet,"['18', '11', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Pozostałe drukowanie,"['18', '12', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Działalność usługowa związana z przygotowywaniem do druku,"['18', '13', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Introligatorstwo i podobne usługi,"['18', '14', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Reprodukcja zapisanych nośników informacji,"['18', '20', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Wytwarzanie i przetwarzanie koksu,"['19', '10', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Wytwarzanie i przetwarzanie produktów rafinacji ropy naftowej,"['19', '20', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja gazów technicznych,"['20', '11', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja barwników i pigmentów,"['20', '12', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja pozostałych podstawowych chemikaliów nieorganicznych,"['20', '13', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja pozostałych podstawowych chemikaliów organicznych,"['20', '14', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja nawozów i związków azotowych,"['20', '15', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja tworzyw sztucznych w formach podstawowych,"['20', '16', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja kauczuku syntetycznego w formach podstawowych,"['20', '17', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja pestycydów i pozostałych środków agrochemicznych,"['20', '20', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Produkcja farb, lakierów i podobnych powłok, farb drukarskich i mas uszczelniających","['20', '30', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Produkcja mydła i detergentów, środków myjących i czyszczących","['20', '41', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja wyrobów kosmetycznych i toaletowych,"['20', '42', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja materiałów wybuchowych,"['20', '51', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja klejów,"['20', '52', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja olejków eterycznych,"['20', '53', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Produkcja pozostałych wyrobów chemicznych, gdzie indziej niesklasyfikowana","['20', '59', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja włókien chemicznych,"['20', '60', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja podstawowych substancji farmaceutycznych,"['21', '10', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja leków i pozostałych wyrobów farmaceutycznych,"['21', '20', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja opon i dętek z gumy; Bieżnikowanie i regenerowanie opon z gumy,"['22', '11', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja pozostałych wyrobów z gumy,"['22', '19', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Produkcja płyt, arkuszy, rur i kształtowników z tworzyw sztucznych","['22', '21', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja opakowań z tworzyw sztucznych,"['22', '22', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja wyrobów dla budownictwa z tworzyw sztucznych,"['22', '23', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja pozostałych wyrobów z tworzyw sztucznych,"['22', '29', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja szkła płaskiego,"['23', '11', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Kształtowanie i obróbka szkła płaskiego,"['23', '12', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja szkła gospodarczego,"['23', '13', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja włókien szklanych,"['23', '14', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Produkcja i obróbka pozostałego szkła, włączając szkło techniczne","['23', '19', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja wyrobów ogniotrwałych,"['23', '20', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja ceramicznych kafli i płytek,"['23', '31', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Produkcja cegieł, dachówek i materiałów budowlanych, z wypalanej gliny","['23', '32', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja ceramicznych wyrobów stołowych i ozdobnych,"['23', '41', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja ceramicznych wyrobów sanitarnych,"['23', '42', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja ceramicznych izolatorów i osłon izolacyjnych,"['23', '43', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja pozostałych technicznych wyrobów ceramicznych,"['23', '44', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja pozostałych wyrobów ceramicznych,"['23', '49', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja cementu,"['23', '51', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja wapna i gipsu,"['23', '52', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja wyrobów budowlanych z betonu,"['23', '61', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja wyrobów budowlanych z gipsu,"['23', '62', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja masy betonowej prefabrykowanej,"['23', '63', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja zaprawy murarskiej,"['23', '64', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja cementu wzmocnionego włóknem,"['23', '65', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Produkcja pozostałych wyrobów z betonu, gipsu i cementu","['23', '69', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Cięcie, formowanie i wykańczanie kamienia","['23', '70', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja wyrobów ściernych,"['23', '91', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Produkcja pozostałych wyrobów z mineralnych surowców niemetalicznych, gdzie indziej niesklasyfikowana","['23', '99', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Produkcja surówki, żelazostopów, żeliwa i stali oraz wyrobów hutniczych","['24', '10', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,"Produkcja rur, przewodów, kształtowników zamkniętych i łączników, ze stali","['24', '20', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja prętów ciągnionych na zimno,"['24', '31', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja wyrobów płaskich walcowanych na zimno,"['24', '32', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja wyrobów formowanych na zimno,"['24', '33', 'Z']"
"""4 KOLORY IDEA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWO-AKCYJNA W UPADŁOŚCI LIKWIDACYJNEJ",Łódź,Produkcja drutu,"['24', '34', 'Z']"
