-0.010328	-433.868769
-0.009550	-431.025757
-0.008766	-430.269588
-0.007985	-377.544190
-0.007202	-313.706204
-0.006414	-299.120946
-0.005634	-265.780061
-0.004858	-212.104602
-0.004082	-183.054313
-0.003127	-166.074939
-0.002342	-93.570944
-0.001562	-44.931790
-0.000787	-0.021064
0.000000	0.000000
0.000790	0.293642
0.001752	-0.092287
0.002539	0.646288
0.003497	1.563404
0.004285	1.637705
0.005089	1.575667
0.005865	1.624124
0.006655	2.317774
0.007438	2.124280
0.008219	2.961937
0.008994	2.844780
0.009953	2.334759
0.009953	2.810854
0.009954	3.052290
0.021482	4.059784
0.032878	5.518333
0.045275	6.008139
0.058078	7.905716
0.069275	8.438382
0.080478	9.367923
0.091675	10.701321
0.104277	12.251175
0.116478	13.276745
0.127677	13.753050
0.138677	14.555100
0.149878	15.553666
0.160881	15.839770
0.172077	17.147995
0.183279	17.536023
0.194880	18.716028
0.206079	19.350420
0.217289	20.295630
0.228482	21.359679
0.239682	22.046515
0.250885	22.837219
0.261691	22.974036
0.272684	23.737841
0.283883	24.173423
0.295085	24.988802
0.306483	25.707252
0.317684	26.285429
0.328482	26.804647
0.339083	26.884233
0.349885	27.682467
0.360488	28.311890
0.372288	28.435263
0.383490	28.755309
0.394888	29.515504
0.406088	29.824831
0.419087	30.250814
0.430287	30.757553
0.442290	31.335101
0.453489	31.915076
0.464891	31.868651
0.475889	32.546575
0.487090	33.051566
0.498490	33.391183
0.509690	34.043434
0.521294	34.702453
0.532291	35.039652
0.543297	35.034210
0.554160	35.342170
0.565093	36.200165
0.575712	36.619095
0.586994	36.852623
0.597892	37.627132
0.608893	38.186683
0.620095	38.336603
0.631293	38.891625
0.642501	38.964624
0.653702	39.705319
0.664896	39.756594
0.676100	40.087504
0.687295	41.192442
0.698499	41.290793
0.710095	41.686330
0.721306	41.971500
0.732498	42.714703
0.743705	42.893239
0.755103	43.576674
0.766302	43.717971
0.777507	44.594328
0.788900	44.663324
0.800199	44.923575
0.811300	45.222659
0.822301	45.765562
0.834100	46.108565
0.845304	46.562770
0.856101	47.380850
0.866698	47.377734
0.877502	47.716508
0.888303	47.933616
0.899505	48.768537
0.910304	48.809415
0.920903	49.294319
0.931744	49.703755
0.942704	50.314547
0.954105	50.100898
0.965505	50.922425
0.976732	51.256482
0.988117	51.289372
0.999309	51.592073
1.000000	51.897840
0.999999	52.829731
0.981806	52.583507
0.964478	52.824913
0.948146	52.438328
0.930813	52.403181
0.913446	52.342271
0.896808	51.907129
0.879475	51.876752
0.862809	50.993943
0.844129	50.784805
0.826804	50.719585
0.809471	50.207978
0.792139	50.257923
0.775135	49.947316
0.757802	49.310073
0.740458	48.701779
0.723138	48.793267
0.705791	48.684661
0.688465	48.214580
0.670800	48.414029
0.653468	48.015995
0.635459	47.603205
0.618121	47.072071
0.600800	46.682432
0.583461	46.644394
0.566130	46.232880
0.548796	46.124801
0.531461	45.368142
0.514130	45.199120
0.497456	44.891913
0.480130	44.470808
0.461122	43.777583
0.443790	43.478038
0.426467	42.983675
0.409123	42.663730
0.391793	42.205594
0.374126	42.034747
0.356792	41.821823
0.340123	41.179041
0.320457	40.738856
0.303121	40.663653
0.285791	40.093757
0.267122	39.499271
0.249787	39.257749
0.232447	38.707380
0.215788	38.031467
0.198450	37.807995
0.181120	37.279708
0.163787	36.844620
0.146118	36.643574
0.128311	36.053029
0.111120	35.331154
0.099005	34.481259
0.099004	35.347833
0.081150	34.917401
0.063141	34.290131
0.045807	33.668491
0.028481	32.257120
0.011130	30.767629
0.000000	25.611032


-0.009807	-298.736262
-0.009017	-285.626990
-0.008230	-216.867493
-0.007436	-193.261812
-0.006653	-172.533753
-0.005868	-142.134237
-0.004907	-128.439157
-0.004124	-77.042872
-0.003343	-45.808489
-0.002553	-34.422695
-0.001744	-13.155718
-0.000961	-3.136704
0.000000	0.000000
0.000782	0.571737
0.001567	0.445470
0.002349	1.256033
0.003128	1.140630
0.003912	1.544204
0.004698	2.031977
0.005484	2.121729
0.006448	2.365781
0.007235	2.671021
0.007235	2.570055
0.007236	3.254920
0.018020	3.537038
0.029221	4.591703
0.040420	6.605792
0.052421	7.713054
0.064626	8.483344
0.076022	9.688653
0.087419	11.135959
0.098621	11.896467
0.110624	12.910943
0.121821	13.654517
0.133226	14.541069
0.144822	15.418448
0.156028	16.759555
0.167829	17.427478
0.178829	18.009513
0.189629	18.541562
0.200232	19.261055
0.211426	20.082973
0.222434	20.480075
0.233627	21.466417
0.244835	22.265592
0.256025	23.031067
0.267236	23.936560
0.278431	24.604634
0.289628	25.553491
0.300830	25.821824
0.312027	26.019008
0.323029	26.752070
0.334232	27.696720
0.345630	27.867485
0.357030	28.233254
0.368430	28.712020
0.379632	29.730370
0.391034	30.114837
0.402332	30.138517
0.414633	30.715294
0.426032	31.286710
0.437457	31.362847
0.448637	32.134671
0.459837	32.759010
0.471233	33.047142
0.483034	33.369930
0.494434	34.126557
0.505635	34.660050
0.517641	34.784637
0.528836	35.589801
0.540036	36.189937
0.551840	36.509674
0.562437	36.974333
0.573639	37.818438
0.584848	38.040613
0.596045	38.342832
0.607248	38.756027
0.618440	38.995255
0.629039	39.510187
0.639640	39.345306
0.650637	39.908668
0.661842	40.267247
0.672842	41.219573
0.684046	41.254009
0.695443	41.692687
0.706643	42.266814
0.718239	42.670890
0.729645	42.782175
0.741644	43.262395
0.752841	43.939011
0.763844	44.184483
0.774448	44.857699
0.785847	45.267398
0.797445	45.560155
0.808845	46.055960
0.820845	46.303647
0.832049	46.762564
0.843448	47.221991
0.854647	47.495992
0.867247	47.766245
0.878451	48.169257
0.890649	48.636923
0.901847	48.953518
